1423773938 procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
1423773938  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
1423775332  0  0      0 396112  91684 190520    0    0     0     0 10478 1682  0 18 82  0
1423775333  0  0      0 396200  91684 190520    0    0     0     0 11219 1899  0 19 81  0
1423775334  0  0      0 396152  91684 190520    0    0     0     0 10686 1731  0 18 82  0
1423775335  0  0      0 396112  91684 190520    0    0     0     0 10592 1699  0 18 82  0
1423775336  0  0      0 396080  91684 190520    0    0     0    12 10330 1695  0 18 81  0
1423775337  0  0      0 396248  91684 190520    0    0     0     0 10260 1644  0 17 83  0
1423775338  1  0      0 396224  91684 190520    0    0     0     0 10330 1631  0 14 86  0
1423775339  0  0      0 396000  91684 190520    0    0     0     0 10314 1657  0 17 83  0
1423775340  0  0      0 396104  91684 190524    0    0     0     0 10526 1736  0 17 83  0
1423775341  0  0      0 396024  91684 190524    0    0     0     0 10498 1634  0 15 85  0
1423775342  2  0      0 396256  91692 190516    0    0     0    48 10508 1687  0 16 83  0
1423775343  0  0      0 396152  91692 190524    0    0     0     0 10213 1637  0 17 83  0
1423775344  0  0      0 395984  91692 190524    0    0     0     0 10302 1651  0 19 81  0
1423775345  0  0      0 396288  91692 190524    0    0     0     0 10301 1642  0 16 84  0
1423775346  0  0      0 396088  91692 190524    0    0     0    12 10504 1709  0 15 85  0
1423775347  0  0      0 396080  91692 190524    0    0     0     0 10377 1663  0 18 82  0
1423775348  0  0      0 396240  91692 190524    0    0     0     0 10609 1677  0 16 84  0
1423775349  0  0      0 396216  91692 190524    0    0     0     0 10076 1613  0 18 82  0
1423775350  0  0      0 396128  91692 190524    0    0     0     0 10325 1622  0 18 82  0
1423775351  0  0      0 396096  91692 190524    0    0     0     0 10282 1666  0 17 83  0
1423775352  2  0      0 396112  91700 190516    0    0     0    44 10488 1723  0 15 85  0
1423775353  0  0      0 395976  91700 190524    0    0     0     0 10344 1661  0 17 83  0
1423775354  1  0      0 396280  91700 190524    0    0     0     0 10350 1647  0 16 84  0
1423775355  1  0      0 396000  91700 190524    0    0     0     0 10328 1667  0 18 82  0
1423775356  0  0      0 396016  91700 190528    0    0     0    12 10355 1679  0 16 84  0
1423775357  4  0      0 396064  91700 190528    0    0     0     0 10390 1640  0 17 83  0
1423775359  2  0      0 396096  91700 190528    0    0     0     0 10640 1726  0 17 82  0
1423775360  1  0      0 396280  91700 190528    0    0     0     0 10410 1651  0 17 83  0
1423775361  3  0      0 396096  91700 190528    0    0     0     0 10343 1645  0 14 86  0
1423775362  0  0      0 396152  91708 190520    0    0     0    48 10154 1637  0 18 82  0
1423775363  0  0      0 396216  91708 190528    0    0     0     0 10272 1659  0 16 83  0
1423775364  0  0      0 396160  91708 190528    0    0     0    68 10413 1684  0 17 83  0
1423775365  0  0      0 396112  91708 190528    0    0     0     0 10608 1745  0 18 82  0
1423775366  4  0      0 396068  91708 190528    0    0     0    12 10272 1658  0 16 83  0
1423775367  0  0      0 396168  91708 190532    0    0     0     4 10464 1731  0 19 81  0
1423775368  2  0      0 396104  91708 190536    0    0     0     0 10377 1591  0 15 85  0
1423775369  0  0      0 396104  91708 190536    0    0     0     0 10419 1678  0 18 82  0
1423775370  0  0      0 396088  91708 190536    0    0     0     0 10239 1600  0 15 85  0
1423775371  2  0      0 396000  91708 190536    0    0     0     0 10518 1745  0 16 84  0
1423775372  0  0      0 396104  91716 190528    0    0     0    72 10520 1678  0 16 83  1
1423775373  1  0      0 395968  91716 190536    0    0     0     0 10809 1745  0 16 84  0
1423775374  0  0      0 396048  91716 190536    0    0     0     4 10284 1609  0 16 84  0
1423775375  0  0      0 396104  91716 190536    0    0     0     0 10412 1712  0 18 82  0
1423775376  3  0      0 396096  91716 190536    0    0     0    12 10311 1644  0 16 84  0
1423775377  0  0      0 396080  91716 190532    0    0     0     0 10305 1590  0 17 83  0
1423775378  2  0      0 396152  91716 190532    0    0     0     0 10228 1620  0 16 84  0
1423775379  0  0      0 396056  91724 190524    0    0     0    72 10377 1632  0 15 85  0
1423775380  1  0      0 396008  91724 190532    0    0     0     0 10403 1674  0 18 82  0
1423775381  0  0      0 396016  91724 190532    0    0     0     0 10758 1736  0 18 82  0
1423775382  2  0      0 396080  91724 190532    0    0     0     0 10384 1653  0 18 82  0
1423775383  0  0      0 396136  91724 190532    0    0     0     0 10285 1629  0 18 82  0
1423775384  0  0      0 396168  91724 190532    0    0     0     0 10301 1653  0 19 81  0
1423775385  0  0      0 396112  91724 190532    0    0     0     0 11203 1926  0 20 80  0
1423775386  1  0      0 396088  91724 190536    0    0     0    12 10238 1668  0 16 84  0
1423775387  2  0      0 396088  91724 190536    0    0     0     0 10437 1677  0 18 82  0
1423775388  1  0      0 396032  91724 190536    0    0     0     4 10579 1714  0 17 83  0
1423775389  2  0      0 396152  91724 190536    0    0     0     0 10311 1649  0 20 80  0
1423775390  1  0      0 396120  91724 190540    0    0     0     0 10136 1590  0 14 86  0
1423775391  1  0      0 396056  91732 190532    0    0     0    56 10576 1731  0 17 82  0
1423775392  1  0      0 396040  91732 190540    0    0     0     0 10157 1608  0 16 84  0
1423775393  3  0      0 395992  91732 190540    0    0     0     0 10223 1626  0 18 82  0
1423775394  0  0      0 396120  91732 190540    0    0     0     0 10283 1633  0 17 83  0
1423775395  0  0      0 396008  91732 190540    0    0     0     0 10592 1638  0 17 83  0
1423775396  0  0      0 396024  91732 190540    0    0     0    12 10770 1787  0 16 84  0
1423775397  0  0      0 396056  91732 190540    0    0     0     0 10284 1673  0 20 80  0
1423775398  0  0      0 396056  91732 190540    0    0     0     8 10437 1643  0 16 84  0
1423775399  1  0      0 396056  91732 190540    0    0     0     0 10351 1657  0 16 84  0
1423775400  0  0      0 396088  91732 190540    0    0     0     0 10594 1721  0 20 80  0
1423775401  1  0      0 396080  91732 190540    0    0     0     0 10245 1623  0 19 81  0
1423775402  1  0      0 396160  91740 190532    0    0     0    56 10631 1695  0 15 84  0
1423775403  0  0      0 396088  91740 190532    0    0     0    96 10598 1784  0 19 76  5
1423775404  0  0      0 396032  91740 190540    0    0     0     0 10254 1599  0 14 85  0
1423775405  0  0      0 396112  91740 190540    0    0     0     0 10336 1701  0 18 82  0
1423775406  1  0      0 396096  91740 190540    0    0     0    12 10391 1654  0 17 83  0
1423775407  0  0      0 395912  91740 190540    0    0     0     0 10702 1636  0 19 81  0
1423775408  0  0      0 396000  91740 190540    0    0     0     0 10982 1743  0 19 81  0
1423775409  0  0      0 396176  91748 190540    0    0     0    60 10481 1674  0 15 85  0
1423775410  1  0      0 396128  91748 190540    0    0     0     0 10419 1630  0 15 84  0
1423775411  5  0      0 396112  91748 190540    0    0     0    52 10724 1771  0 19 81  0
1423775413  0  0      0 396200  91748 190540    0    0     0     0 10719 1697  0 19 81  0
1423775414  0  0      0 396184  91748 190540    0    0     0     0 10557 1623  0 16 84  0
1423775415  3  0      0 396176  91748 190540    0    0     0     0 10696 1695  0 18 82  0
1423775416  4  0      0 396136  91748 190540    0    0     0    12 10479 1671  0 17 83  0
1423775417  0  0      0 396276  91748 190544    0    0     0     4 10438 1697  1 17 82  0
1423775418  1  0      0 396188  91748 190544    0    0     0     0 10726 1657  0 18 82  0
1423775419  1  0      0 396228  91748 190544    0    0     0     0 10833 1716  0 19 81  0
1423775420  1  0      0 396340  91748 190544    0    0     0     0 10420 1632  0 18 82  0
1423775421  2  0      0 396292  91748 190544    0    0     0     0 10368 1615  0 15 85  0
1423775422  1  0      0 396348  91756 190536    0    0     0    72 10519 1671  0 16 84  0
1423775423  1  0      0 396380  91756 190548    0    0     0     0 10629 1666  0 19 81  0
1423775424  1  0      0 396212  91756 190548    0    0     0     0 10357 1595  0 17 83  0
1423775425  1  0      0 396148  91756 190548    0    0     0     0 10999 1793  0 18 82  0
1423775426  1  0      0 396236  91756 190548    0    0     0    12 10783 1708  0 17 83  0
1423775427  2  0      0 396188  91756 190548    0    0     0     0 10748 1710  0 18 82  0
1423775428  1  0      0 396284  91764 190536    0    0     0    64 10628 1693  0 18 82  0
1423775429  2  0      0 396180  91764 190544    0    0     0     0 10421 1680  0 16 84  0
1423775430  0  0      0 396276  91764 190544    0    0     0     0 10731 1690  0 19 81  0
1423775431  0  0      0 396340  91764 190544    0    0     0     0 10649 1682  0 16 84  0
1423775432  0  0      0 396060  91764 190548    0    0     0     0 10704 1658  0 19 81  0
1423775433  0  0      0 396332  91764 190548    0    0     0     0 10767 1640  0 19 81  0
1423775434  0  0      0 396260  91764 190548    0    0     0     0 10935 1663  0 16 84  0
1423775435  1  0      0 396068  91764 190548    0    0     0     0 11114 1811  0 18 82  0
1423775436  2  0      0 396220  91764 190548    0    0     0    12 10480 1669  0 15 85  0
1423775437  0  0      0 396428  91772 190540    0    0     0    48 10498 1648  0 17 83  0
1423775438  1  0      0 396332  91772 190548    0    0     0     0 10788 1673  0 16 84  0
1423775439  1  0      0 396196  91772 190548    0    0     0     0 10890 1743  0 18 82  0
1423775440  0  0      0 396204  91772 190548    0    0     0     0 11025 1822  0 16 84  0
1423775441  1  0      0 396428  91772 190548    0    0     0     0 10778 1734  0 21 79  0
1423775442  1  0      0 396364  91772 190548    0    0     0     0 10487 1661  0 17 83  0
1423775443  1  0      0 396124  91772 190548    0    0     0     0 10618 1647  0 17 83  0
1423775444  0  0      0 396204  91772 190548    0    0     0     0 10854 1648  0 21 79  0
1423775445  1  0      0 396108  91772 190548    0    0     0     0 10848 1709  0 18 82  0
1423775446  0  0      0 396332  91772 190548    0    0     0    16 10871 1702  0 17 83  0
1423775447  1  0      0 396324  91772 190548    0    0     0     0 10752 1691  0 17 83  0
1423775448  1  0      0 396092  91772 190548    0    0     0     0 11023 1663  0 19 81  0
1423775449  0  0      0 396244  91772 190548    0    0     0     0 10916 1687  0 16 84  0
1423775450  1  0      0 396204  91772 190548    0    0     0     0 10677 1633  0 20 80  0
1423775451  0  0      0 396188  91772 190548    0    0     0     0 11042 1700  0 18 81  0
1423775452  2  0      0 396252  91780 190544    0    0     0    44 10460 1644  0 19 81  0
1423775453  0  0      0 396100  91780 190548    0    0     0     0 10942 1716  0 19 81  0
1423775454  0  0      0 396276  91780 190548    0    0     0     0 11294 1861  0 21 79  0
1423775455  1  0      0 396156  91780 190548    0    0     0     0 10857 1779  0 19 81  0
1423775456  1  0      0 396268  91780 190548    0    0     0    80 10734 1764  0 18 80  2
1423775457  0  0      0 396364  91780 190552    0    0     0     0 10725 1611  0 18 82  0
1423775458  1  0      0 396196  91780 190552    0    0     0     0 10870 1716  0 17 83  0
1423775459  0  0      0 396332  91780 190552    0    0     0     0 10862 1714  0 19 81  0
1423775460  0  0      0 396244  91780 190552    0    0     0     0 11190 1824  0 18 82  0
1423775461  1  0      0 396092  91788 190552    0    0     0    56 10955 1684  0 17 82  0
1423775462  4  0      0 396292  91788 190552    0    0     0     0 10790 1683  0 17 83  0
1423775464  0  0      0 396276  91788 190552    0    0     0     0 10954 1694  0 17 83  0
1423775465  0  0      0 396252  91788 190552    0    0     0     0 10622 1670  0 19 80  0
1423775466  0  0      0 396188  91788 190552    0    0     0     0 10538 1654  0 18 82  0
1423775467  0  0      0 396308  91788 190556    0    0     0    20 10711 1711  1 18 81  0
1423775468  0  0      0 396340  91788 190556    0    0     0     0 10969 1679  0 18 82  0
1423775469  1  0      0 396220  91788 190556    0    0     0     0 10899 1668  0 17 83  0
1423775470  1  0      0 396220  91788 190556    0    0     0     0 10826 1717  0 19 81  0
1423775471  0  0      0 396212  91788 190556    0    0     0     0 10442 1636  0 16 84  0
1423775472  0  1      0 396228  91792 190552    0    0     0    76 10663 1661  0 17 81  1
1423775473  1  0      0 396292  91796 190556    0    0     0     4 10736 1635  0 16 83  1
1423775474  2  0      0 396292  91796 190556    0    0     0     0 10993 1657  0 18 82  0
1423775475  1  0      0 396252  91796 190556    0    0     0     0 10774 1689  0 16 84  0
1423775476  0  1      0 396140  91796 190556    0    0     0    76 10868 1749  0 17 83  0
1423775477  1  0      0 396300  91796 190552    0    0     0    12 10949 1754  0 19 81  0
1423775478  1  0      0 396220  91796 190552    0    0     0     0 10705 1650  0 16 84  0
1423775479  2  0      0 396372  91796 190552    0    0     0     0 10902 1707  0 19 81  0
1423775480  3  0      0 396252  91796 190556    0    0     0     0 10883 1719  0 19 81  0
1423775481  4  0      0 396252  91796 190556    0    0     0     0 10708 1682  0 17 83  0
1423775482  3  0      0 396100  91804 190556    0    0     0    64 10913 1673  0 15 85  0
1423775483  1  0      0 395956  91804 190556    0    0     0     0 11121 1794  0 22 78  0
1423775484  2  0      0 396212  91804 190556    0    0     0     0 10646 1664  0 19 81  0
1423775485  2  0      0 396300  91804 190556    0    0     0     0 11234 1901  0 19 81  0
1423775486  3  0      0 396148  91804 190556    0    0     0    12 10992 1780  0 21 79  0
1423775487  4  0      0 396300  91804 190556    0    0     0     0 10381 1658  0 15 85  0
1423775488  0  0      0 396172  91804 190556    0    0     0     0 10635 1630  0 17 83  0
1423775489  3  0      0 396308  91804 190560    0    0     0     0 10694 1647  0 16 84  0
1423775490  3  0      0 396164  91804 190560    0    0     0     0 10436 1608  0 17 83  0
1423775491  2  0      0 395980  91804 190560    0    0     0     0 10559 1645  0 18 82  0
1423775492  2  0      0 396244  91812 190552    0    0     0    48 10382 1609  0 17 83  0
1423775493  3  0      0 396188  91812 190560    0    0     0     0 10585 1673  0 17 83  0
1423775494  1  0      0 396212  91812 190560    0    0     0     0 11013 1711  0 20 80  0
1423775495  3  0      0 396108  91812 190560    0    0     0     0 10669 1699  0 19 81  0
1423775496  3  0      0 396356  91812 190560    0    0     0    12 10511 1646  0 18 81  0
1423775497  2  0      0 396092  91812 190560    0    0     0     0 10803 1704  0 18 82  0
1423775498  1  0      0 396140  91812 190560    0    0     0     0 10764 1702  0 18 82  0
1423775499  1  0      0 396172  91812 190560    0    0     0     0 10972 1713  0 15 85  0
1423775500  4  0      0 396180  91812 190560    0    0     0     0 11046 1761  0 16 84  0
1423775501  2  0      0 396188  91812 190560    0    0     0     0 10823 1681  0 18 82  0
1423775502  3  0      0 396124  91820 190552    0    0     0    44 10831 1688  0 16 83  0
1423775503  2  0      0 396228  91820 190560    0    0     0     0 10867 1671  0 19 81  0
1423775504  2  0      0 396220  91820 190560    0    0     0     0 10856 1603  0 17 83  0
1423775505  3  0      0 396172  91820 190560    0    0     0     0 10731 1653  0 17 83  0
1423775506  1  0      0 396132  91820 190560    0    0     0    12 10770 1671  0 19 81  0
1423775507  1  0      0 396188  91820 190560    0    0     0     0 10800 1668  0 17 83  0
1423775508  2  0      0 396228  91820 190560    0    0     0     0 10888 1690  0 18 82  0
1423775509  2  0      0 396292  91820 190560    0    0     0     0 10632 1613  0 16 84  0
1423775510  1  0      0 396292  91820 190560    0    0     0     0 10694 1636  0 16 84  0
1423775511  3  0      0 396164  91828 190560    0    0     0    60 10953 1768  0 19 75  5
1423775512  3  0      0 396004  91828 190560    0    0     0     0 11704 2016  0 21 79  0
1423775513  2  0      0 396372  91828 190560    0    0     0     0 11274 1910  0 17 83  0
1423775515  1  0      0 396316  91828 190560    0    0     0     0 11623 2033  0 18 82  0
1423775516  0  0      0 396380  91828 190560    0    0     0     0 10953 1801  0 17 83  0
1423775517  0  0      0 396020  91836 190552    0    0     0    88 10803 1788  0 17 82  0
1423775518  3  0      0 396340  91836 190556    0    0     0     0 10519 1688  0 16 84  0
1423775519  3  0      0 396460  91836 190564    0    0     0     0 10694 1666  0 17 83  0
1423775520  2  0      0 396284  91836 190564    0    0     0     0 10722 1665  0 18 82  0
1423775521  1  0      0 396292  91836 190564    0    0     0     0 10690 1647  0 18 82  0
1423775522  2  0      0 396220  91836 190568    0    0     0     8 10833 1692  0 18 82  0
1423775523  1  0      0 396260  91844 190560    0    0     0    64 11836 2139  0 17 83  0
1423775524  1  0      0 396204  91844 190568    0    0     0     0 11421 2004  0 19 81  0
1423775525  1  0      0 396436  91844 190568    0    0     0     0 11122 1885  0 16 84  0
1423775526  3  0      0 396164  91844 190572    0    0     0    12 11124 1869  0 20 80  0
1423775527  3  0      0 396292  91844 190572    0    0     0     0 10825 1806  0 16 84  0
1423775528  1  0      0 396172  91844 190568    0    0     0     0 10818 1674  0 18 82  0
1423775529  0  0      0 396244  91844 190568    0    0     0     0 10551 1631  0 20 80  0
1423775530  3  0      0 396308  91852 190560    0    0     0    64 10818 1621  0 18 81  0
1423775531  3  0      0 396188  91852 190568    0    0     0     0 10916 1703  0 21 79  0
1423775532  0  0      0 397268  91852 190568    0    0     0     0 7296 1174  1 11 88  0
1423775533  0  0      0 397424  91852 190572    0    0     0     0 1056  129  0  0 100  0
1423775534  0  0      0 397424  91852 190572    0    0     0     0 1032  111  0  0 100  0
1423775535  0  0      0 397424  91852 190572    0    0     0     0 1093  153  0  0 100  0
1423775536  0  0      0 397136  91852 190572    0    0     0    16 1060  204  0  0 99  0
1423775537  0  0      0 397168  91852 190572    0    0     0     0 1059  140  0  0 100  0
1423775538  0  0      0 397176  91860 190568    0    0     0    72 1062  176  0  0 99  1
1423775539  0  0      0 397176  91860 190576    0    0     0     0 1078  171  0  0 100  0
1423775540  0  0      0 397176  91860 190576    0    0     0     0 1046  130  0  0 100  0
1423775541  0  0      0 397176  91860 190576    0    0     0     0 1047  149  0  0 100  0
1423775542  0  0      0 397176  91860 190576    0    0     0     0 1059  161  0  0 100  0
1423775543  1  0      0 397176  91860 190576    0    0     0     0 1078  156  0  0 100  0
1423775544  0  0      0 397176  91860 190576    0    0     0     0 1049  140  0  0 100  0
1423775545  0  0      0 397176  91860 190576    0    0     0     0 1075  165  0  0 100  0
1423775546  0  0      0 397176  91860 190576    0    0     0    12 1062  182  0  0 100  0
1423775547  0  0      0 397176  91860 190576    0    0     0     0 1084  171  0  0 100  0
1423775548  0  0      0 397176  91860 190572    0    0     0     0 1048  147  0  0 100  0
1423775549  0  0      0 397176  91860 190572    0    0     0     0 1059  167  0  0 100  0
1423775550  0  0      0 397176  91860 190572    0    0     0     0 1051  144  0  0 100  0
1423775551  0  0      0 397176  91860 190572    0    0     0    20 1085  170  0  0 100  0
1423775552  0  0      0 397168  91868 190564    0    0     0    60 1091  201  0  0 98  2
1423775553  0  0      0 397168  91868 190572    0    0     0     0 1051  148  0  0 100  0
1423775554  0  0      0 397168  91868 190572    0    0     0     0 1052  161  0  0 100  0
1423775555  0  0      0 397168  91868 190572    0    0     0     0 1111  202  0  0 100  0
1423775556  0  0      0 397168  91868 190572    0    0     0    16 1066  170  0  0 100  0
1423775557  0  0      0 397168  91868 190572    0    0     0     0 1048  144  0  0 100  0
1423775558  0  0      0 397168  91868 190572    0    0     0     0 1056  157  0  0 100  0
1423775559  0  0      0 397168  91868 190572    0    0     0     0 1089  187  0  0 100  0
1423775560  0  0      0 397168  91868 190572    0    0     0     0 1048  128  0  0 100  0
1423775561  0  0      0 397168  91876 190564    0    0     0    56 1057  158  0  0 100  0
1423775562  0  0      0 397168  91876 190572    0    0     0     0 1062  154  0  0 100  0
1423775563  0  0      0 397168  91876 190572    0    0     0     0 1074  159  0  0 100  0
1423775564  0  0      0 397168  91876 190572    0    0     0     0 1057  152  0  0 100  0
1423775566  0  0      0 397168  91876 190572    0    0     0     0 1083  185  0  0 100  0
1423775567  0  0      0 396732  91876 190572    0    0     0    20 1107  227  0  1 99  0
1423775568  0  0      0 396796  91876 190576    0    0     0     0 1047  162  0  0 100  0
1423775569  0  0      0 396796  91876 190576    0    0     0     0 1048  145  0  0 100  0
1423775570  0  0      0 396796  91876 190576    0    0     0     0 1046  145  0  0 100  0
1423775571  0  0      0 396796  91876 190576    0    0     0     0 1080  167  0  0 100  0
1423775572  0  0      0 396796  91884 190568    0    0     0    80 1071  167  0  0 100  0
1423775573  0  0      0 396796  91884 190580    0    0     0     0 1061  161  0  0 100  0
1423775574  0  0      0 396796  91884 190580    0    0     0     0 1050  153  0  0 100  0
1423775575  0  0      0 396796  91884 190580    0    0     0     0 1112  176  0  0 100  0
1423775576  0  0      0 396796  91884 190580    0    0     0    12 1052  164  0  0 100  0
1423775577  0  0      0 396796  91884 190576    0    0     0     0 1054  159  0  0 100  0
1423775578  0  0      0 396796  91884 190576    0    0     0     0 1048  144  0  0 100  0
1423775579  0  0      0 396796  91884 190576    0    0     0     0 1080  165  0  0 100  0
1423775580  0  0      0 396796  91884 190576    0    0     0     0 1047  157  0  0 100  0
1423775581  0  0      0 396796  91884 190576    0    0     0     0 1053  146  0  0 100  0
1423775582  0  0      0 396796  91892 190568    0    0     0    60 1061  170  0  0 100  0
1423775583  0  0      0 396796  91892 190568    0    0     0     0 1078  165  0  0 100  0
1423775584  0  0      0 396796  91892 190576    0    0     0     0 1050  148  0  0 100  0
1423775585  0  0      0 396796  91892 190576    0    0     0     0 1084  185  0  0 100  0
1423775586  0  0      0 396796  91892 190576    0    0     0    12 1058  172  0  0 100  0
1423775587  0  0      0 396796  91892 190576    0    0     0    40 1130  201  0  0 100  0
1423775588  0  0      0 396796  91892 190576    0    0     0     0 1052  162  0  0 100  0
1423775589  0  0      0 396796  91892 190576    0    0     0     0 1055  164  0  0 100  0
1423775590  0  0      0 396796  91892 190576    0    0     0     0 1054  153  0  0 100  0
1423775591  0  0      0 396796  91892 190576    0    0     0     0 1084  186  0  0 100  0
1423775592  0  0      0 396796  91900 190568    0    0     0    44 1062  172  0  0 99  1
1423775593  0  0      0 396796  91900 190568    0    0     0     0 1055  150  0  0 100  0
1423775594  0  0      0 396796  91900 190576    0    0     0     0 1061  177  0  0 100  0
1423775595  0  0      0 396796  91900 190576    0    0     0     0 1115  219  0  0 100  0
1423775596  0  0      0 396796  91900 190576    0    0     0    12 1063  175  0  0 100  0
1423775597  0  0      0 396796  91900 190576    0    0     0     0 1055  174  0  0 100  0
1423775598  0  0      0 396796  91900 190576    0    0     0     0 1055  177  0  0 100  0
1423775599  0  0      0 396796  91900 190576    0    0     0     0 1085  179  0  0 100  0
1423775600  0  0      0 396796  91900 190576    0    0     0     0 1056  165  0  0 100  0
1423775601  0  1      0 396796  91908 190568    0    0     0    60 1066  184  0  0 95  5
1423775602  0  0      0 396796  91908 190568    0    0     0     0 1067  164  0  0 100  0
1423775603  0  0      0 396796  91908 190576    0    0     0     0 1083  196  0  0 100  0
1423775604  0  0      0 396796  91908 190576    0    0     0     0 1067  189  0  0 100  0
1423775605  0  0      0 396796  91908 190576    0    0     0     0 1081  180  0  0 100  0
1423775606  0  0      0 396796  91908 190576    0    0     0    12 1062  173  0  0 100  0
1423775607  0  0      0 396796  91916 190568    0    0     0    44 1089  193  0  0 100  0
1423775608  0  0      0 396796  91916 190568    0    0     0     0 1057  152  0  0 100  0
1423775609  0  0      0 396796  91916 190576    0    0     0     0 1053  159  0  0 100  0
1423775610  0  0      0 396796  91916 190576    0    0     0     0 1058  171  0  0 100  0
1423775611  0  0      0 396796  91916 190576    0    0     0     0 1079  176  0  0 100  0
1423775612  0  0      0 396796  91916 190576    0    0     0     0 1056  159  0  0 100  0
1423775613  0  0      0 396796  91916 190576    0    0     0     0 1053  168  0  0 100  0
1423775614  0  0      0 396796  91916 190576    0    0     0     0 1064  166  0  0 100  0
1423775616  0  0      0 396796  91916 190576    0    0     0     0 1112  208  0  0 100  0
1423775617  0  0      0 396788  91916 190580    0    0     0    16 1076  227  0  0 99  0
1423775618  0  0      0 396796  91916 190584    0    0     0     0 1058  178  0  0 100  0
1423775619  0  0      0 396796  91916 190584    0    0     0     0 1087  199  0  0 100  0
1423775620  0  0      0 396796  91916 190584    0    0     0     0 1057  172  0  0 100  0
1423775621  0  0      0 396796  91916 190584    0    0     0     0 1055  152  0  0 100  0
1423775622  0  0      0 396796  91924 190576    0    0     0    72 1065  179  0  0 100  0
1423775623  0  0      0 396796  91924 190584    0    0     0     0 1087  192  0  0 100  0
1423775624  0  0      0 396796  91924 190584    0    0     0     0 1050  158  0  0 100  0
1423775625  0  0      0 396796  91924 190584    0    0     0     0 1079  182  0  0 100  0
1423775626  0  0      0 396796  91924 190584    0    0     0    12 1048  164  0  0 100  0
1423775627  0  0      0 396796  91924 190584    0    0     0    20 1114  222  0  0 100  0
1423775628  0  0      0 396796  91924 190580    0    0     0     0 1055  191  0  0 100  0
1423775629  0  0      0 396796  91924 190580    0    0     0     0 1057  192  0  0 100  0
1423775630  0  0      0 396796  91924 190580    0    0     0     0 1055  175  0  0 100  0
1423775631  0  0      0 396796  91924 190580    0    0     0     0 1080  200  0  0 100  0
1423775632  0  0      0 396796  91932 190572    0    0     0    60 1071  199  0  0 99  1
1423775633  0  0      0 396796  91932 190580    0    0     0     0 1051  163  0  0 100  0
1423775634  0  0      0 396796  91932 190580    0    0     0     0 1056  185  0  0 100  0
1423775635  0  0      0 396796  91932 190580    0    0     0     0 1120  245  0  0 100  0
1423775636  0  0      0 396796  91932 190580    0    0     0    12 1064  197  0  0 100  0
1423775637  0  0      0 396796  91932 190580    0    0     0     0 1064  200  0  0 100  0
1423775638  0  0      0 396796  91932 190580    0    0     0     0 1058  196  0  0 100  0
1423775639  0  0      0 396796  91932 190580    0    0     0     0 1106  226  0  0 100  0
1423775640  0  0      0 396796  91932 190580    0    0     0     0 1058  188  0  0 100  0
1423775641  0  0      0 396796  91932 190580    0    0     0     0 1054  202  0  0 100  0
1423775642  0  0      0 396796  91940 190572    0    0     0    44 1069  195  0  0 100  0
1423775643  0  0      0 396796  91940 190580    0    0     0     0 1084  212  0  0 100  0
1423775644  0  0      0 396796  91940 190580    0    0     0     0 1056  187  0  0 100  0
1423775645  1  0      0 396796  91940 190580    0    0     0     0 1082  192  0  0 100  0
1423775646  0  0      0 396796  91940 190580    0    0     0    12 1063  218  0  0 100  0
1423775647  0  0      0 396796  91940 190580    0    0     0     0 1089  220  0  0 100  0
1423775648  1  0      0 396796  91940 190580    0    0     0     0 1055  177  0  0 100  0
1423775649  0  0      0 396796  91940 190580    0    0     0     0 1056  191  0  0 100  0
1423775650  0  0      0 396796  91940 190580    0    0     0     0 1056  186  0  0 100  0
1423775651  0  1      0 396796  91944 190576    0    0     0    56 1086  210  0  0 98  2
1423775652  0  0      0 396796  91948 190572    0    0     0     4 1072  188  0  0 98  2
1423775653  0  0      0 396796  91948 190580    0    0     0     0 1056  193  0  0 100  0
1423775654  0  0      0 396796  91948 190580    0    0     0     0 1054  182  0  0 100  0
1423775655  0  0      0 396796  91948 190580    0    0     0     0 1113  221  0  0 100  0
1423775656  0  0      0 396796  91948 190580    0    0     0    12 1060  196  0  0 100  0
1423775657  0  0      0 396796  91956 190572    0    0     0    44 1067  196  0  0 100  0
1423775658  0  0      0 396796  91956 190580    0    0     0     0 1053  172  0  0 100  0
1423775659  0  0      0 396796  91956 190580    0    0     0     0 1081  199  0  0 100  0
1423775660  0  0      0 396796  91956 190580    0    0     0     0 1055  185  0  0 100  0
1423775661  0  0      0 396796  91956 190580    0    0     0     0 1056  181  0  0 100  0
1423775662  0  0      0 396796  91956 190580    0    0     0     0 1053  189  0  0 100  0
1423775663  0  0      0 396796  91956 190580    0    0     0     0 1087  207  0  0 100  0
1423775664  0  0      0 396796  91956 190584    0    0     0     0 1067  191  0  0 100  0
1423775665  0  0      0 396796  91956 190584    0    0     0     0 1102  244  0  0 100  0
1423775667  0  0      0 396688  91956 190584    0    0     0    24 1125  270  1  0 99  0
1423775668  0  0      0 396672  91956 190588    0    0     0     0 1061  164  0  0 100  0
1423775669  0  0      0 396672  91956 190588    0    0     0     0 1062  188  0  0 100  0
1423775670  0  0      0 396672  91964 190580    0    0     0    76 1068  186  0  0 99  1
1423775671  0  0      0 396672  91964 190588    0    0     0     0 1085  181  0  0 100  0
1423775672  0  0      0 396672  91964 190588    0    0     0     0 1056  174  0  0 100  0
